event_id,flight_id,event_time_utc,status,note
E00002029,F0000836,2025-08-31T15:38:33.999335,Cancelled,Weather at origin
E00002030,F0018893,2025-09-04T22:38:33.999335,Delayed,Weather at origin
E00002031,F0003894,2026-01-04T04:38:33.999335,Cancelled,Security check
E00002032,F0003894,2026-01-02T23:38:33.999335,Diverted,Tech issue
E00002033,F0005339,2026-01-15T06:38:33.999335,Cancelled,Tech issue
E00002034,F0005339,2026-01-17T03:38:33.999335,On Time,
E00002035,F0016127,2026-01-15T22:38:33.999335,Diverted,Crew late
E00002036,F0016127,2026-01-15T12:38:33.999335,Delayed,ATC delay
E00002037,F0016127,2026-01-14T20:38:33.999335,Diverted,Security check
E00002038,F0006202,2025-09-18T02:38:33.999335,Scheduled,Weather at origin
E00002039,F0006202,2025-09-20T04:38:33.999335,Delayed,Weather at origin
E00002040,F0009056,2025-11-27T05:38:33.999335,Cancelled,Security check
E00002041,F0009056,2025-11-27T09:38:33.999335,Delayed,Security check
E00002042,F0005622,2026-01-15T21:38:33.999335,Delayed,ATC delay
E00002043,F0000915,2025-11-09T04:38:33.999335,On Time,
E00002044,F0000915,2025-11-09T03:38:33.999335,Scheduled,ATC delay
E00002045,F0000915,2025-11-10T11:38:33.999335,Cancelled,Crew late
E00002046,F0012510,2026-01-28T12:38:33.999335,Scheduled,Tech issue
E00002047,F0012510,2026-01-28T17:38:33.999335,Delayed,ATC delay
E00002048,F0012510,2026-01-29T03:38:33.999335,Delayed,Security check
E00002049,F0008864,2025-09-23T11:38:33.999335,Cancelled,Security check
E00002050,F0003977,2025-10-04T05:38:33.999335,On Time,
E00002051,F0003977,2025-10-05T02:38:33.999335,On Time,
E00002052,F0010177,2025-09-03T01:38:33.999335,Scheduled,Security check
E00002053,F0010177,2025-09-02T02:38:33.999335,Scheduled,Crew late
E00002054,F0011014,2025-11-21T05:38:33.999335,Diverted,Tech issue
E00002055,F0015818,2025-12-08T05:38:33.999335,Cancelled,Crew late
E00002056,F0017293,2026-01-04T03:38:33.999335,Scheduled,Weather at origin
E00002057,F0017293,2026-01-04T05:38:33.999335,On Time,
E00002058,F0006514,2025-10-19T08:38:33.999335,Cancelled,Tech issue
E00002059,F0011927,2025-12-10T18:38:33.999335,Cancelled,Tech issue
E00002060,F0011927,2025-12-11T09:38:33.999335,Diverted,ATC delay
E00002061,F0000674,2025-09-14T20:38:33.999335,Scheduled,Weather at origin
E00002062,F0000674,2025-09-14T12:38:33.999335,Diverted,Weather at origin
E00002063,F0001772,2025-10-26T02:38:33.999335,On Time,
E00002064,F0001772,2025-10-25T19:38:33.999335,Cancelled,Crew late
E00002065,F0014623,2026-01-27T10:38:33.999335,Diverted,Weather at origin
E00002066,F0014623,2026-01-27T09:38:33.999335,Cancelled,ATC delay
E00002067,F0000966,2025-11-25T12:38:33.999335,Cancelled,Security check
E00002068,F0000966,2025-11-26T11:38:33.999335,On Time,
E00002069,F0005265,2025-12-28T22:38:33.999335,On Time,
E00002070,F0005265,2025-12-28T23:38:33.999335,Delayed,Weather at origin
E00002071,F0005265,2025-12-28T08:38:33.999335,On Time,
E00002072,F0009083,2025-12-08T16:38:33.999335,Scheduled,Tech issue
E00002073,F0015441,2025-10-27T13:38:33.999335,Cancelled,Crew late
E00002074,F0015441,2025-10-26T14:38:33.999335,Scheduled,Weather at origin
E00002075,F0015441,2025-10-28T06:38:33.999335,Scheduled,ATC delay
E00002076,F0013230,2025-12-15T00:38:33.999335,Scheduled,Tech issue
E00002077,F0017378,2026-01-05T00:38:34.000331,Cancelled,Tech issue
E00002078,F0017378,2026-01-05T12:38:34.000331,Diverted,Weather at origin
E00002079,F0016587,2025-10-19T01:38:34.000331,Scheduled,Weather at origin
E00002080,F0016587,2025-10-17T18:38:34.000331,Diverted,ATC delay
E00002081,F0016587,2025-10-19T09:38:34.000331,Delayed,Weather at origin
E00002082,F0011609,2025-09-30T20:38:34.000331,Cancelled,Security check
E00002083,F0011609,2025-10-01T01:38:34.000331,Delayed,Weather at origin
E00002084,F0011609,2025-10-03T11:38:34.000331,Delayed,ATC delay
E00002085,F0006316,2025-11-16T05:38:34.000331,Diverted,Weather at origin
E00002086,F0016361,2025-09-28T05:38:34.000331,On Time,
E00002087,F0016361,2025-09-29T05:38:34.000331,Cancelled,ATC delay
E00002088,F0016361,2025-09-28T18:38:34.000331,Diverted,ATC delay
E00002089,F0002781,2025-10-05T08:38:34.000331,Diverted,Weather at origin
E00002090,F0002781,2025-10-07T02:38:34.000331,Cancelled,Weather at origin
E00002091,F0002781,2025-10-06T07:38:34.000331,Diverted,Tech issue
E00002092,F0005329,2025-12-29T04:38:34.000331,Scheduled,Security check
E00002093,F0005329,2025-12-28T09:38:34.000331,Delayed,Security check
E00002094,F0009667,2025-09-25T22:38:34.000331,Cancelled,ATC delay
E00002095,F0002189,2025-09-28T21:38:34.000331,Cancelled,Tech issue
E00002096,F0002189,2025-09-28T12:38:34.000331,Delayed,Tech issue
E00002097,F0002219,2025-09-10T20:38:34.000331,Scheduled,ATC delay
E00002098,F0005857,2025-09-02T06:38:34.000331,On Time,
E00002099,F0016045,2025-10-25T21:38:34.000331,On Time,
E00002100,F0015624,2025-09-09T09:38:34.000331,On Time,
E00002101,F0015624,2025-09-09T01:38:34.000331,On Time,
E00002102,F0015624,2025-09-07T23:38:34.000331,On Time,
E00002103,F0008519,2025-09-06T17:38:34.000331,Cancelled,Weather at origin
E00002104,F0008519,2025-09-08T08:38:34.000331,Diverted,Security check
E00002105,F0008519,2025-09-06T18:38:34.000331,Scheduled,Security check
E00002106,F0006356,2025-10-20T05:38:34.000331,Diverted,Tech issue
E00002107,F0006356,2025-10-20T04:38:34.000331,Diverted,ATC delay
E00002108,F0006356,2025-10-18T17:38:34.000331,Cancelled,Crew late
E00002109,F0017747,2025-12-12T13:38:34.000331,Scheduled,ATC delay
E00002110,F0018823,2025-09-30T11:38:34.000331,Cancelled,ATC delay
E00002111,F0006991,2025-10-07T21:38:34.000331,Diverted,ATC delay
E00002112,F0002090,2025-12-27T11:38:34.000331,Diverted,Security check
E00002113,F0002090,2025-12-26T18:38:34.000331,Scheduled,Security check
E00002114,F0002090,2025-12-27T18:38:34.000331,Diverted,Crew late
E00002115,F0011037,2025-08-11T16:38:34.000331,Delayed,Crew late
E00002116,F0011037,2025-08-12T02:38:34.000331,On Time,
E00002117,F0012656,2025-11-23T09:38:34.000331,Cancelled,Crew late
E00002118,F0012656,2025-11-23T09:38:34.000331,Scheduled,Crew late
E00002119,F0012656,2025-11-21T23:38:34.000331,Cancelled,Weather at origin
E00002120,F0007439,2025-08-23T12:38:34.000331,Scheduled,Tech issue
E00002121,F0002459,2026-01-03T23:38:34.000331,Scheduled,Security check
E00002122,F0002459,2026-01-03T20:38:34.000331,Delayed,Weather at origin
E00002123,F0007915,2025-09-16T18:38:34.000331,Scheduled,Crew late
E00002124,F0007915,2025-09-15T23:38:34.000331,Cancelled,Weather at origin
E00002125,F0015892,2026-01-14T03:38:34.000331,On Time,
E00002126,F0015892,2026-01-15T05:38:34.000331,Cancelled,ATC delay
E00002127,F0015892,2026-01-14T18:38:34.000331,On Time,
E00002128,F0016529,2025-09-04T20:38:34.000331,Delayed,Weather at origin
E00002129,F0016014,2025-09-11T20:38:34.000331,Delayed,Weather at origin
E00002130,F0016014,2025-09-13T14:38:34.000331,Cancelled,Crew late
E00002131,F0013518,2025-10-07T23:38:34.000331,Diverted,ATC delay
E00002132,F0013518,2025-10-07T04:38:34.000331,Diverted,Crew late
E00002133,F0013518,2025-10-08T00:38:34.000331,Delayed,Weather at origin
E00002134,F0011676,2025-08-12T14:38:34.001331,Delayed,Weather at origin
E00002135,F0011676,2025-08-12T04:38:34.001331,On Time,
E00002136,F0002271,2025-11-24T06:38:34.001331,Diverted,Crew late
E00002137,F0002271,2025-11-25T09:38:34.001331,On Time,
E00002138,F0019084,2026-01-19T20:38:34.001331,On Time,
E00002139,F0000348,2026-01-06T05:38:34.001331,On Time,
E00002140,F0000348,2026-01-07T06:38:34.001331,On Time,
E00002141,F0019696,2025-12-28T16:38:34.001331,Scheduled,Security check
E00002142,F0019696,2025-12-31T11:38:34.001331,Delayed,ATC delay
E00002143,F0019696,2025-12-29T15:38:34.001331,Cancelled,ATC delay
E00002144,F0017699,2025-11-08T23:38:34.001331,Diverted,Tech issue
E00002145,F0011046,2025-11-05T18:38:34.001331,Diverted,Tech issue
E00002146,F0011046,2025-11-05T04:38:34.001331,Scheduled,Crew late
E00002147,F0011046,2025-11-06T08:38:34.001331,On Time,
E00002148,F0011681,2025-09-19T17:38:34.001331,Delayed,Security check
E00002149,F0012139,2025-09-05T05:38:34.001331,Scheduled,ATC delay
E00002150,F0001318,2026-02-06T03:38:34.001331,Diverted,Crew late
E00002151,F0014430,2026-01-08T23:38:34.001331,Scheduled,ATC delay
E00002152,F0014430,2026-01-08T03:38:34.001331,Delayed,ATC delay
E00002153,F0014430,2026-01-07T22:38:34.001331,On Time,
E00002154,F0000920,2026-01-19T21:38:34.001331,On Time,
E00002155,F0000920,2026-01-18T15:38:34.001331,Scheduled,Tech issue
E00002156,F0000920,2026-01-20T04:38:34.001331,Cancelled,ATC delay
E00002157,F0004197,2025-11-19T03:38:34.001331,Delayed,Security check
E00002158,F0019832,2026-01-27T15:38:34.001331,On Time,
E00002159,F0014779,2025-09-07T00:38:34.001331,On Time,
E00002160,F0014779,2025-09-05T17:38:34.001331,Diverted,Tech issue
E00002161,F0014016,2026-01-17T00:38:34.001331,Scheduled,Weather at origin
E00002162,F0007729,2025-12-16T13:38:34.001331,Scheduled,Weather at origin
E00002163,F0007729,2025-12-15T20:38:34.001331,Diverted,Security check
E00002164,F0007729,2025-12-16T09:38:34.001331,On Time,
E00002165,F0004738,2025-11-10T19:38:34.001331,Diverted,Tech issue
E00002166,F0014387,2026-02-02T18:38:34.001331,Diverted,Crew late
E00002167,F0014387,2026-02-02T09:38:34.001331,Delayed,ATC delay
E00002168,F0003318,2025-11-08T16:38:34.001331,Scheduled,ATC delay
E00002169,F0013901,2025-10-28T10:38:34.001331,Diverted,Crew late
E00002170,F0013901,2025-10-27T15:38:34.001331,Scheduled,Security check
E00002171,F0013901,2025-10-29T11:38:34.001331,Diverted,Tech issue
E00002172,F0014851,2025-11-28T12:38:34.001331,Diverted,Security check
E00002173,F0008058,2025-11-05T03:38:34.001331,Diverted,Weather at origin
E00002174,F0010276,2026-01-29T18:38:34.001331,Diverted,Tech issue
E00002175,F0002744,2025-11-16T18:38:34.001331,Delayed,Weather at origin
E00002176,F0002744,2025-11-18T11:38:34.001331,Diverted,ATC delay
E00002177,F0019870,2025-10-16T02:38:34.001331,Diverted,ATC delay
E00002178,F0000265,2025-09-19T13:38:34.001331,Cancelled,Crew late
E00002179,F0000265,2025-09-19T10:38:34.001331,Diverted,Crew late
E00002180,F0000265,2025-09-16T17:38:34.001331,On Time,
E00002181,F0007624,2025-09-11T00:38:34.002337,Diverted,Tech issue
E00002182,F0007624,2025-09-10T09:38:34.002337,On Time,
E00002183,F0007624,2025-09-11T04:38:34.002337,Cancelled,Weather at origin
E00002184,F0007713,2025-12-31T03:38:34.002337,Scheduled,Tech issue
E00002185,F0007713,2025-12-31T02:38:34.002337,Scheduled,Weather at origin
E00002186,F0007713,2025-12-31T00:38:34.002337,On Time,
E00002187,F0009355,2025-10-10T07:38:34.002337,Cancelled,Security check
E00002188,F0009355,2025-10-11T22:38:34.002337,Scheduled,Weather at origin
E00002189,F0001555,2025-09-24T03:38:34.002337,Scheduled,Weather at origin
E00002190,F0001555,2025-09-24T02:38:34.002337,Delayed,ATC delay
E00002191,F0001555,2025-09-24T10:38:34.002337,Cancelled,Tech issue
E00002192,F0009249,2025-11-11T11:38:34.002337,Scheduled,Crew late
E00002193,F0009249,2025-11-12T09:38:34.002337,On Time,
E00002194,F0001213,2025-08-19T21:38:34.002337,On Time,
E00002195,F0000287,2025-10-18T01:38:34.002337,Diverted,Security check
E00002196,F0000287,2025-10-16T08:38:34.002337,On Time,
E00002197,F0000287,2025-10-17T06:38:34.002337,Delayed,Weather at origin
E00002198,F0013267,2025-09-07T15:38:34.002337,On Time,
E00002199,F0013267,2025-09-08T13:38:34.002337,Cancelled,ATC delay
E00002200,F0013267,2025-09-07T15:38:34.002337,Diverted,Tech issue
E00002201,F0005719,2025-10-29T08:38:34.002337,On Time,
E00002202,F0014614,2025-08-19T11:38:34.002337,Delayed,Tech issue
E00002203,F0014614,2025-08-20T04:38:34.002337,On Time,
E00002204,F0008835,2025-10-14T01:38:34.004720,Diverted,ATC delay
E00002205,F0001925,2025-11-03T12:38:34.004720,On Time,
E00002206,F0001925,2025-11-04T12:38:34.004720,Scheduled,Security check
E00002207,F0001925,2025-11-03T18:38:34.004720,Delayed,Tech issue
E00002208,F0009534,2026-01-09T14:38:34.004720,Diverted,ATC delay
E00002209,F0014529,2025-08-15T06:38:34.004720,Delayed,Crew late
E00002210,F0014529,2025-08-15T07:38:34.004720,Cancelled,ATC delay
E00002211,F0000984,2025-08-24T14:38:34.004720,Diverted,Tech issue
E00002212,F0018393,2025-12-11T07:38:34.004720,On Time,
E00002213,F0018393,2025-12-12T23:38:34.004720,Cancelled,Weather at origin
E00002214,F0001414,2025-10-21T16:38:34.004720,Cancelled,ATC delay
E00002215,F0001414,2025-10-20T20:38:34.004720,Delayed,Security check
E00002216,F0011454,2025-08-30T06:38:34.004720,On Time,
E00002217,F0011454,2025-08-29T06:38:34.004720,Scheduled,Crew late
E00002218,F0007891,2025-10-29T10:38:34.004720,Diverted,Tech issue
E00002219,F0007891,2025-10-29T21:38:34.004720,On Time,
E00002220,F0007891,2025-10-27T17:38:34.004720,Scheduled,ATC delay
E00002221,F0005122,2025-11-28T01:38:34.004720,Delayed,Crew late
E00002222,F0005122,2025-11-30T04:38:34.004720,Cancelled,Tech issue
E00002223,F0000062,2025-08-24T15:38:34.004720,Delayed,Weather at origin
E00002224,F0001298,2025-11-29T17:38:34.004720,Cancelled,ATC delay
E00002225,F0001298,2025-11-30T00:38:34.004720,Scheduled,Weather at origin
E00002226,F0001298,2025-11-28T02:38:34.004720,Diverted,Weather at origin
E00002227,F0007911,2025-10-23T08:38:34.004720,On Time,
E00002228,F0003717,2025-08-16T17:38:34.004720,On Time,
E00002229,F0003717,2025-08-16T22:38:34.004720,On Time,
E00002230,F0014656,2026-01-30T21:38:34.004720,Diverted,ATC delay
E00002231,F0007491,2025-09-17T13:38:34.004720,Scheduled,ATC delay
E00002232,F0007347,2025-12-09T21:38:34.004720,Delayed,Crew late
E00002233,F0019166,2025-09-11T06:38:34.004720,Scheduled,Security check
E00002234,F0017271,2025-11-13T07:38:34.004720,On Time,
E00002235,F0011341,2025-09-27T12:38:34.004720,On Time,
E00002236,F0011341,2025-09-25T18:38:34.004720,Delayed,ATC delay
E00002237,F0011946,2026-02-08T06:38:34.004720,Scheduled,Tech issue
E00002238,F0011946,2026-02-06T21:38:34.004720,Diverted,Weather at origin
E00002239,F0015674,2025-10-21T11:38:34.004720,Delayed,Crew late
E00002240,F0015674,2025-10-20T03:38:34.004720,Scheduled,ATC delay
E00002241,F0014337,2025-10-11T13:38:34.004720,Scheduled,ATC delay
E00002242,F0016337,2025-11-04T19:38:34.004720,Diverted,Crew late
E00002243,F0013177,2025-11-02T17:38:34.004720,On Time,
E00002244,F0013177,2025-11-01T19:38:34.004720,Cancelled,Tech issue
E00002245,F0013177,2025-11-03T03:38:34.004720,Diverted,Security check
E00002246,F0005277,2025-12-29T05:38:34.004720,Delayed,Weather at origin
E00002247,F0004614,2026-01-20T09:38:34.004720,Delayed,ATC delay
E00002248,F0004614,2026-01-19T15:38:34.004720,On Time,
E00002249,F0002669,2025-12-05T21:38:34.004720,Delayed,Security check
E00002250,F0002669,2025-12-06T04:38:34.004720,Delayed,Weather at origin
E00002251,F0002669,2025-12-07T02:38:34.004720,On Time,
E00002252,F0015705,2025-09-15T01:38:34.004720,On Time,
E00002253,F0015705,2025-09-15T14:38:34.004720,Cancelled,Tech issue
E00002254,F0017168,2025-08-17T12:38:34.004720,Delayed,Weather at origin
E00002255,F0017168,2025-08-18T14:38:34.004720,Scheduled,ATC delay
E00002256,F0016472,2025-09-07T19:38:34.006731,Diverted,ATC delay
E00002257,F0010491,2025-08-21T06:38:34.006731,Cancelled,Tech issue
E00002258,F0010491,2025-08-23T01:38:34.006731,Scheduled,ATC delay
E00002259,F0015119,2025-11-11T14:38:34.006731,Cancelled,Security check
E00002260,F0015119,2025-11-09T18:38:34.006731,Scheduled,Security check
E00002261,F0015119,2025-11-11T07:38:34.006731,Delayed,ATC delay
E00002262,F0002753,2025-12-28T07:38:34.006731,On Time,
E00002263,F0002753,2025-12-27T09:38:34.006731,Scheduled,Security check
E00002264,F0007757,2025-12-02T04:38:34.006731,Diverted,Weather at origin
E00002265,F0007757,2025-12-01T09:38:34.006731,Diverted,Weather at origin
E00002266,F0007757,2025-12-03T13:38:34.006731,Diverted,Tech issue
E00002267,F0010056,2025-12-02T15:38:34.006731,Cancelled,Security check
E00002268,F0010056,2025-12-02T20:38:34.006731,Diverted,Security check
E00002269,F0010056,2025-12-02T05:38:34.006731,Delayed,Crew late
E00002270,F0011764,2025-08-14T20:38:34.006731,On Time,
E00002271,F0016360,2025-10-13T03:38:34.006731,Scheduled,Crew late
E00002272,F0016360,2025-10-15T12:38:34.006731,Cancelled,Weather at origin
E00002273,F0018095,2025-10-11T15:38:34.006731,On Time,
E00002274,F0018095,2025-10-11T03:38:34.006731,Cancelled,Tech issue
E00002275,F0018095,2025-10-11T18:38:34.006731,Scheduled,Weather at origin
E00002276,F0007115,2025-09-29T08:38:34.006731,Delayed,ATC delay
E00002277,F0007115,2025-09-27T17:38:34.006731,Delayed,Tech issue
E00002278,F0010446,2025-10-07T22:38:34.006731,Delayed,Weather at origin
E00002279,F0010446,2025-10-09T13:38:34.006731,Cancelled,Security check
E00002280,F0015479,2025-11-04T01:38:34.006731,Scheduled,Tech issue
E00002281,F0015479,2025-11-03T11:38:34.006731,Cancelled,ATC delay
E00002282,F0015479,2025-11-05T12:38:34.006731,Diverted,Tech issue
E00002283,F0004125,2026-02-03T07:38:34.006731,Diverted,Tech issue
E00002284,F0001553,2025-10-24T01:38:34.006731,Delayed,Security check
E00002285,F0001553,2025-10-25T01:38:34.006731,Cancelled,Security check
E00002286,F0001553,2025-10-26T04:38:34.006731,Scheduled,Security check
E00002287,F0013013,2025-10-29T01:38:34.006731,On Time,
E00002288,F0013013,2025-10-29T13:38:34.006731,Delayed,Crew late
E00002289,F0005454,2025-10-15T13:38:34.006731,On Time,
E00002290,F0005454,2025-10-16T01:38:34.006731,Cancelled,Crew late
E00002291,F0005454,2025-10-14T09:38:34.006731,Diverted,Weather at origin
E00002292,F0013114,2025-12-15T07:38:34.006731,Diverted,ATC delay
E00002293,F0013114,2025-12-13T23:38:34.006731,On Time,
E00002294,F0013114,2025-12-14T05:38:34.006731,Delayed,Weather at origin
E00002295,F0009938,2025-09-13T01:38:34.006731,Delayed,Crew late
E00002296,F0009938,2025-09-12T23:38:34.006731,Cancelled,Security check
E00002297,F0009938,2025-09-12T08:38:34.006731,Delayed,Security check
E00002298,F0015809,2025-08-20T21:38:34.006731,Scheduled,Security check
E00002299,F0016506,2025-12-30T15:38:34.006731,Cancelled,Crew late
E00002300,F0015853,2025-10-22T18:38:34.006731,Delayed,Tech issue
E00002301,F0015853,2025-10-23T02:38:34.006731,Cancelled,ATC delay
E00002302,F0009104,2025-09-11T15:38:34.006731,Diverted,Crew late
E00002303,F0009104,2025-09-12T13:38:34.006731,Delayed,ATC delay
E00002304,F0009104,2025-09-12T03:38:34.006731,Cancelled,Weather at origin
E00002305,F0019022,2026-01-01T08:38:34.006731,Cancelled,Weather at origin
E00002306,F0019022,2026-01-02T01:38:34.006731,Diverted,ATC delay
E00002307,F0019022,2025-12-30T19:38:34.006731,Delayed,Weather at origin
E00002308,F0017473,2025-09-30T02:38:34.006731,Diverted,Tech issue
E00002309,F0017473,2025-09-28T05:38:34.006731,Scheduled,Weather at origin
E00002310,F0017473,2025-09-27T15:38:34.006731,Delayed,Crew late
E00002311,F0014050,2026-01-02T13:38:34.006731,Scheduled,Security check
E00002312,F0004024,2026-01-21T02:38:34.008741,Scheduled,Tech issue
E00002313,F0004024,2026-01-23T01:38:34.008741,Cancelled,ATC delay
E00002314,F0005185,2026-01-02T14:38:34.008741,Cancelled,Tech issue
E00002315,F0005185,2025-12-31T22:38:34.008741,Cancelled,Weather at origin
E00002316,F0007066,2026-01-23T13:38:34.008741,Diverted,Crew late
E00002317,F0007066,2026-01-24T09:38:34.008741,Scheduled,Tech issue
E00002318,F0008351,2026-01-20T13:38:34.008741,Cancelled,Weather at origin
E00002319,F0008351,2026-01-19T17:38:34.008741,On Time,
E00002320,F0008351,2026-01-20T08:38:34.008741,Diverted,Weather at origin
E00002321,F0011034,2025-10-04T12:38:34.008741,On Time,
E00002322,F0011034,2025-10-03T17:38:34.008741,Diverted,Security check
E00002323,F0016368,2025-08-13T04:38:34.008741,Cancelled,ATC delay
E00002324,F0016368,2025-08-12T13:38:34.008741,Delayed,Weather at origin
E00002325,F0016368,2025-08-13T11:38:34.008741,Cancelled,Security check
E00002326,F0005945,2025-12-23T07:38:34.008741,Cancelled,Security check
E00002327,F0005945,2025-12-22T18:38:34.008741,Delayed,Weather at origin
E00002328,F0003746,2025-11-22T00:38:34.008741,Cancelled,Tech issue
E00002329,F0003746,2025-11-23T15:38:34.008741,On Time,
E00002330,F0003746,2025-11-21T01:38:34.008741,On Time,
E00002331,F0008033,2025-10-12T01:38:34.008741,On Time,
E00002332,F0008033,2025-10-14T05:38:34.008741,Cancelled,Security check
E00002333,F0008033,2025-10-14T14:38:34.008741,Diverted,Tech issue
E00002334,F0018308,2025-10-28T11:38:34.008741,Diverted,Weather at origin
E00002335,F0018308,2025-10-28T22:38:34.008741,Delayed,Weather at origin
E00002336,F0004514,2025-09-01T04:38:34.008741,Scheduled,Crew late
E00002337,F0005246,2026-01-31T17:38:34.008741,On Time,
E00002338,F0010819,2025-09-06T07:38:34.008741,Diverted,Tech issue
E00002339,F0010819,2025-09-03T23:38:34.008741,Cancelled,ATC delay
E00002340,F0010819,2025-09-04T01:38:34.008741,Scheduled,Crew late
E00002341,F0015857,2025-12-17T03:38:34.008741,Delayed,Security check
E00002342,F0015857,2025-12-18T06:38:34.008741,Delayed,Weather at origin
E00002343,F0015857,2025-12-18T06:38:34.008741,On Time,
E00002344,F0017524,2025-12-13T16:38:34.008741,Scheduled,ATC delay
E00002345,F0017524,2025-12-11T19:38:34.008741,Diverted,ATC delay
E00002346,F0017524,2025-12-13T19:38:34.008741,Diverted,Security check
E00002347,F0019156,2025-10-11T09:38:34.008741,Delayed,Tech issue
E00002348,F0019156,2025-10-13T09:38:34.008741,Cancelled,Tech issue
E00002349,F0012693,2025-08-25T11:38:34.008741,Cancelled,Weather at origin
E00002350,F0002381,2025-10-24T16:38:34.008741,Scheduled,Tech issue
E00002351,F0018122,2025-10-05T13:38:34.008741,Scheduled,ATC delay
E00002352,F0008372,2025-12-14T05:38:34.008741,Delayed,Crew late
E00002353,F0008372,2025-12-15T14:38:34.008741,Scheduled,Security check
E00002354,F0015011,2025-11-17T18:38:34.008741,On Time,
E00002355,F0015011,2025-11-18T19:38:34.008741,Delayed,Tech issue
E00002356,F0015011,2025-11-19T10:38:34.008741,Scheduled,Tech issue
E00002357,F0012659,2025-12-15T13:38:34.008741,Scheduled,Weather at origin
E00002358,F0004428,2025-10-01T01:38:34.008741,On Time,
E00002359,F0004428,2025-10-01T22:38:34.008741,Diverted,Weather at origin
E00002360,F0005451,2025-08-27T20:38:34.008741,Diverted,Security check
E00002361,F0002708,2025-09-01T19:38:34.008741,Cancelled,Weather at origin
E00002362,F0002708,2025-08-31T19:38:34.008741,Delayed,Security check
E00002363,F0002708,2025-09-01T12:38:34.008741,Cancelled,Tech issue
E00002364,F0013189,2025-12-31T23:38:34.008741,On Time,
E00002365,F0013189,2026-01-02T19:38:34.008741,Delayed,Tech issue
E00002366,F0013189,2026-01-02T16:38:34.008741,Diverted,Crew late
E00002367,F0007575,2025-10-16T16:38:34.008741,Scheduled,ATC delay
E00002368,F0007575,2025-10-15T22:38:34.008741,Cancelled,ATC delay
E00002369,F0019952,2025-11-04T16:38:34.009510,Scheduled,Security check
E00002370,F0008244,2025-08-25T09:38:34.009510,Cancelled,ATC delay
E00002371,F0008244,2025-08-25T12:38:34.009510,On Time,
E00002372,F0003774,2025-09-25T16:38:34.009510,Cancelled,ATC delay
E00002373,F0004889,2025-10-15T12:38:34.009510,Diverted,Security check
E00002374,F0004889,2025-10-16T00:38:34.009510,On Time,
E00002375,F0010617,2025-09-17T13:38:34.009510,Diverted,Tech issue
E00002376,F0010617,2025-09-18T04:38:34.009510,Scheduled,Tech issue
E00002377,F0010617,2025-09-16T16:38:34.009510,Scheduled,Tech issue
E00002378,F0016006,2025-12-11T22:38:34.009510,Delayed,ATC delay
E00002379,F0016006,2025-12-12T02:38:34.009510,Diverted,Security check
E00002380,F0016006,2025-12-13T05:38:34.009510,Cancelled,Crew late
E00002381,F0000281,2025-08-21T03:38:34.009510,Delayed,Tech issue
E00002382,F0000281,2025-08-20T16:38:34.009510,Cancelled,Security check
E00002383,F0015262,2025-11-07T21:38:34.009510,Diverted,Tech issue
E00002384,F0015262,2025-11-07T09:38:34.009510,Diverted,Crew late
E00002385,F0015262,2025-11-08T12:38:34.009510,Cancelled,Security check
E00002386,F0012818,2026-01-10T19:38:34.009510,Delayed,Crew late
E00002387,F0019558,2025-11-08T12:38:34.009510,Scheduled,Security check
E00002388,F0019558,2025-11-06T22:38:34.009510,Cancelled,ATC delay
E00002389,F0013261,2025-09-23T11:38:34.009510,Scheduled,Security check
E00002390,F0013261,2025-09-23T06:38:34.009510,Delayed,Security check
E00002391,F0019853,2025-10-15T04:38:34.009510,On Time,
E00002392,F0019853,2025-10-15T18:38:34.009510,On Time,
E00002393,F0013618,2025-08-29T12:38:34.009510,Diverted,Tech issue
E00002394,F0013618,2025-08-27T14:38:34.009510,Cancelled,Weather at origin
E00002395,F0013618,2025-08-29T09:38:34.009510,Cancelled,Crew late
E00002396,F0006248,2026-01-28T10:38:34.009510,Delayed,ATC delay
E00002397,F0006248,2026-01-27T20:38:34.009510,Cancelled,Tech issue
E00002398,F0006248,2026-01-29T00:38:34.009510,On Time,
E00002399,F0014088,2025-12-25T10:38:34.009510,Scheduled,ATC delay
E00002400,F0014088,2025-12-22T22:38:34.009510,Cancelled,Security check
E00002401,F0001083,2025-12-19T17:38:34.009510,Diverted,Security check
E00002402,F0000838,2025-09-25T11:38:34.009510,Delayed,Weather at origin
E00002403,F0000838,2025-09-25T12:38:34.009510,Cancelled,Weather at origin
E00002404,F0001630,2026-02-06T17:38:34.009510,Delayed,Weather at origin
E00002405,F0006608,2025-09-30T01:38:34.009510,Delayed,Tech issue
E00002406,F0006608,2025-09-30T18:38:34.009510,Cancelled,Weather at origin
E00002407,F0015484,2025-12-08T02:38:34.009510,Diverted,Weather at origin
E00002408,F0015484,2025-12-08T07:38:34.009510,Cancelled,Tech issue
E00002409,F0014613,2025-10-16T13:38:34.009510,Diverted,Weather at origin
E00002410,F0002926,2025-09-16T03:38:34.009510,Delayed,Security check
E00002411,F0002926,2025-09-17T05:38:34.009510,Cancelled,Tech issue
E00002412,F0005480,2026-01-01T06:38:34.009510,Delayed,Crew late
E00002413,F0005480,2026-01-03T02:38:34.009510,Scheduled,Weather at origin
E00002414,F0016266,2025-11-03T13:38:34.009510,Delayed,Tech issue
E00002415,F0001879,2025-11-30T06:38:34.009510,On Time,
E00002416,F0017729,2025-12-27T12:38:34.009510,On Time,
