flight_id,airline,flight_number,origin_airport,destination_airport,departure_time_utc,arrival_time_utc,aircraft_type,distance_km,stops,layover_airports,flight_type,status,delay_minutes,delay_cause,scheduled_duration_min
F0011384,Cathay,CA6845,AP036,AP242,2025-12-19T16:53:33.280350,2025-12-20T08:51:33.280350,A321neo,12192,1,AP070,One-stop,On Time,,,958
F0011385,GoAir,GO5150,AP028,AP034,2025-09-23T09:23:33.280350,2025-09-23T17:04:33.280350,B787,5816,0,,Non-stop,On Time,,,461
F0011386,Air India,AI5999,AP289,AP267,2025-12-03T18:23:33.280350,2025-12-04T12:06:33.280350,A321neo,12279,0,,Non-stop,Delayed,280,Technical,1063
F0011387,United,UN1214,AP259,AP004,2025-12-04T07:08:33.280350,2025-12-04T16:15:33.280350,A321neo,5964,2,AP278;AP036,Two-stops,Delayed,72,Late Incoming Aircraft,547
F0011388,Vistara,VI5455,AP219,AP275,2025-09-29T12:08:33.280350,2025-09-29T19:08:33.280350,B737-800,6298,0,,Non-stop,On Time,,,420
F0011389,Cathay,CA1141,AP180,AP213,2025-11-12T00:53:33.280350,2025-11-12T08:43:33.280350,A321neo,4881,0,,Non-stop,On Time,,,470
F0011390,Delta,DE2363,AP186,AP268,2025-11-08T06:38:33.280350,2025-11-08T10:42:33.280350,A350,1350,1,AP094,One-stop,Delayed,309,Security,244
F0011391,Qatar Airways,QA4731,AP057,AP160,2026-01-30T00:53:33.280350,2026-01-30T12:27:33.280350,A321neo,7083,1,AP042,One-stop,Cancelled,,Crew,694
F0011392,Delta,DE7856,AP098,AP211,2025-12-04T17:38:33.280350,2025-12-04T22:56:33.280350,B777-300ER,2817,2,AP031;AP125,Two-stops,Delayed,13,Crew,318
F0011393,Singapore Airlines,SI4397,AP100,AP027,2025-12-08T07:53:33.280350,2025-12-08T19:14:33.280350,ATR72,9552,0,,Non-stop,On Time,,,681
F0011394,Singapore Airlines,SI5815,AP173,AP006,2025-12-28T06:38:33.282364,2025-12-28T08:28:33.282364,A350,1221,0,,Non-stop,On Time,,,110
F0011395,GoAir,GO5706,AP275,AP204,2025-12-18T08:38:33.282364,2025-12-18T13:26:33.282364,B777-300ER,1584,1,AP228,One-stop,On Time,,,288
F0011396,Qatar Airways,QA2558,AP041,AP027,2025-11-10T18:38:33.282364,2025-11-11T01:26:33.282364,B787,5187,0,,Non-stop,On Time,,,408
F0011397,Cathay,CA3601,AP210,AP297,2025-11-17T18:53:33.282364,2025-11-18T09:29:33.282364,A320,9308,0,,Non-stop,On Time,,,876
F0011398,Singapore Airlines,SI2152,AP012,AP088,2025-11-14T13:38:33.282364,2025-11-15T02:45:33.282364,B787,9137,0,,Non-stop,Cancelled,,Weather,787
F0011399,Singapore Airlines,SI8985,AP058,AP102,2025-09-10T17:23:33.282364,2025-09-11T01:20:33.282364,A321neo,4519,0,,Non-stop,On Time,,,477
F0011400,Emirates,EM1410,AP085,AP274,2025-12-26T14:23:33.282364,2025-12-27T08:21:33.282364,B737-800,12983,0,,Non-stop,On Time,,,1078
F0011401,SpiceJet,SP7455,AP003,AP252,2025-08-15T09:08:33.282364,2025-08-15T23:10:33.282364,B737-800,11742,0,,Non-stop,On Time,,,842
F0011402,Air India,AI3352,AP027,AP249,2025-08-18T15:08:33.282364,2025-08-18T23:56:33.282364,A350,4084,0,,Non-stop,Cancelled,,Strike,528
F0011403,Vistara,VI7789,AP115,AP082,2025-10-02T23:53:33.282364,2025-10-03T07:36:33.282364,ATR72,3868,0,,Non-stop,On Time,,,463
F0011404,Cathay,CA5116,AP046,AP296,2026-01-21T08:38:33.282364,2026-01-22T05:30:33.282364,B737-800,13808,0,,Non-stop,On Time,,,1252
F0011405,IndiGo,IN482,AP056,AP029,2025-08-27T22:38:33.282364,2025-08-28T17:35:33.282364,B737-800,13106,0,,Non-stop,On Time,,,1137
F0011406,Cathay,CA2788,AP284,AP275,2026-02-02T20:53:33.282364,2026-02-03T03:52:33.282364,A320,2525,0,,Non-stop,On Time,,,419
F0011407,Air India,AI4117,AP223,AP113,2026-01-07T19:53:33.282364,2026-01-07T23:16:33.282364,ATR72,1145,0,,Non-stop,On Time,,,203
F0011408,Qatar Airways,QA9645,AP256,AP259,2025-09-10T08:08:33.282364,2025-09-10T09:56:33.282364,A321neo,1168,1,AP262,One-stop,On Time,,,108
F0011409,Qatar Airways,QA2983,AP132,AP105,2025-08-24T02:38:33.282364,2025-08-24T04:31:33.282364,A321neo,263,0,,Non-stop,Delayed,326,Other,113
F0011410,United,UN4906,AP288,AP020,2025-10-11T12:38:33.282364,2025-10-11T18:00:33.282364,A320,3265,1,AP169,One-stop,On Time,,,322
F0011411,IndiGo,IN2440,AP258,AP184,2025-10-07T04:23:33.282364,2025-10-07T17:56:33.282364,A350,10688,0,,Non-stop,Delayed,405,Technical,813
F0011412,United,UN8065,AP061,AP045,2026-01-12T10:38:33.282364,2026-01-12T23:27:33.282364,B787,9402,0,,Non-stop,On Time,,,769
F0011413,Cathay,CA9281,AP072,AP148,2025-12-12T07:08:33.282364,2025-12-12T18:40:33.282364,ATR72,7734,0,,Non-stop,On Time,,,692
F0011414,United,UN7660,AP198,AP107,2025-09-13T07:53:33.282364,2025-09-13T15:57:33.282364,B777-300ER,6708,0,,Non-stop,On Time,,,484
F0011415,Air India,AI9871,AP223,AP294,2026-01-01T14:53:33.282364,2026-01-02T11:40:33.282364,A320,13991,1,AP062,One-stop,On Time,,,1247
F0011416,Emirates,EM177,AP099,AP059,2025-11-18T01:53:33.282364,2025-11-18T03:54:33.282364,ATR72,1591,0,,Non-stop,On Time,,,121
F0011417,IndiGo,IN1626,AP042,AP045,2025-08-17T09:23:33.282364,2025-08-18T03:07:33.282364,A321neo,13661,2,AP184;AP104,Two-stops,On Time,,,1064
F0011418,Cathay,CA5003,AP039,AP053,2025-09-03T06:08:33.282364,2025-09-03T10:53:33.282364,A350,2507,0,,Non-stop,On Time,,,285
F0011419,Air India,AI7490,AP272,AP141,2026-01-15T23:38:33.282364,2026-01-16T09:05:33.282364,A350,7792,1,AP211,One-stop,On Time,,,567
F0011420,Delta,DE5609,AP189,AP291,2025-10-16T01:23:33.282364,2025-10-16T06:33:33.282364,A320,2284,0,,Non-stop,Cancelled,,Weather,310
F0011421,IndiGo,IN9471,AP068,AP148,2025-11-11T16:23:33.282364,2025-11-11T22:41:33.282364,B777-300ER,3048,1,AP044,One-stop,Delayed,26,Technical,378
F0011422,Vistara,VI6033,AP154,AP015,2025-10-04T16:23:33.282364,2025-10-04T23:54:33.282364,ATR72,3375,0,,Non-stop,On Time,,,451
F0011423,United,UN4111,AP154,AP243,2025-12-04T08:23:33.282364,2025-12-04T17:43:33.282364,A321neo,6389,1,AP180,One-stop,Delayed,32,Other,560
F0011424,Qatar Airways,QA7208,AP137,AP017,2025-09-29T02:08:33.282364,2025-09-29T05:20:33.282364,A321neo,1782,0,,Non-stop,On Time,,,192
F0011425,Singapore Airlines,SI4886,AP053,AP235,2026-02-05T06:08:33.284376,2026-02-05T07:27:33.284376,ATR72,1113,1,AP047,One-stop,On Time,,,79
F0011426,Singapore Airlines,SI4524,AP181,AP270,2025-11-05T22:08:33.284376,2025-11-06T03:29:33.284376,B777-300ER,4537,0,,Non-stop,On Time,,,321
F0011427,GoAir,GO2093,AP245,AP164,2026-01-05T12:08:33.284376,2026-01-05T20:15:33.284376,A350,5432,0,,Non-stop,On Time,,,487
F0011428,Air India,AI8151,AP187,AP183,2025-12-13T16:23:33.284376,2025-12-13T22:51:33.284376,A350,3362,1,AP010,One-stop,On Time,,,388
F0011429,GoAir,GO7027,AP247,AP199,2026-01-04T19:08:33.284376,2026-01-05T07:12:33.284376,B777-300ER,8220,0,,Non-stop,On Time,,,724
F0011430,Delta,DE9986,AP055,AP145,2025-11-10T03:08:33.284376,2025-11-10T10:24:33.284376,A350,4344,0,,Non-stop,On Time,,,436
F0011431,Vistara,VI5088,AP237,AP137,2026-01-13T01:08:33.284376,2026-01-13T14:40:33.284376,A321neo,8923,0,,Non-stop,Cancelled,,Strike,812
F0011432,SpiceJet,SP7959,AP145,AP022,2025-08-14T11:53:33.284376,2025-08-14T21:07:33.284376,A320,7917,0,,Non-stop,On Time,,,554
F0011433,Qatar Airways,QA9127,AP229,AP141,2026-01-24T00:38:33.284376,2026-01-24T14:54:33.284376,A321neo,11489,0,,Non-stop,On Time,,,856
F0011434,Vistara,VI8652,AP024,AP056,2026-01-06T10:23:33.284376,2026-01-06T13:52:33.284376,ATR72,1804,1,AP249,One-stop,On Time,,,209
F0011435,IndiGo,IN1525,AP155,AP212,2026-01-10T17:08:33.284376,2026-01-11T05:16:33.284376,ATR72,9710,0,,Non-stop,On Time,,,728
F0011436,Emirates,EM7904,AP011,AP241,2025-12-09T07:08:33.284376,2025-12-09T20:58:33.284376,B777-300ER,9468,0,,Non-stop,Delayed,452,Late Incoming Aircraft,830
F0011437,Lufthansa,LU9250,AP149,AP124,2025-12-25T11:08:33.284376,2025-12-25T15:19:33.284376,B737-800,1672,0,,Non-stop,On Time,,,251
F0011438,Air India,AI7691,AP021,AP166,2025-12-27T00:38:33.284376,2025-12-27T16:07:33.284376,B777-300ER,11495,0,,Non-stop,On Time,,,929
F0011439,Cathay,CA3957,AP254,AP033,2025-11-25T20:08:33.284376,2025-11-25T23:22:33.284376,B737-800,2836,0,,Non-stop,On Time,,,194
F0011440,Lufthansa,LU216,AP071,AP042,2025-10-27T08:23:33.284376,2025-10-27T16:52:33.284376,A321neo,4568,1,AP069,One-stop,Delayed,162,Technical,509
F0011441,Emirates,EM5973,AP032,AP035,2025-10-15T19:08:33.284376,2025-10-16T07:27:33.284376,A321neo,7693,0,,Non-stop,On Time,,,739
F0011442,Vistara,VI9348,AP062,AP106,2025-09-19T06:23:33.284376,2025-09-19T16:57:33.284376,B737-800,6710,0,,Non-stop,On Time,,,634
F0011443,Vistara,VI347,AP084,AP019,2025-11-19T19:23:33.284376,2025-11-20T04:13:33.284376,B777-300ER,4041,0,,Non-stop,On Time,,,530
F0011444,Vistara,VI7568,AP223,AP128,2025-12-11T17:38:33.284376,2025-12-12T04:30:33.284376,A350,8444,1,AP275,One-stop,On Time,,,652
F0011445,IndiGo,IN898,AP152,AP174,2025-08-26T00:08:33.284376,2025-08-26T16:11:33.284376,B787,10838,1,AP284,One-stop,Delayed,18,Security,963
F0011446,IndiGo,IN3336,AP236,AP098,2026-01-21T22:23:33.284376,2026-01-22T02:05:33.284376,B787,2286,1,AP045,One-stop,On Time,,,222
F0011447,Qatar Airways,QA6733,AP255,AP091,2026-01-05T23:08:33.284376,2026-01-06T03:39:33.284376,A320,2891,2,AP021;AP016,Two-stops,On Time,,,271
F0011448,IndiGo,IN4749,AP126,AP041,2025-11-26T22:08:33.284376,2025-11-27T03:54:33.284376,A321neo,3956,0,,Non-stop,On Time,,,346
F0011449,Vistara,VI151,AP086,AP008,2026-02-05T03:08:33.284376,2026-02-05T20:07:33.284376,B787,13470,0,,Non-stop,On Time,,,1019
F0011450,IndiGo,IN4074,AP115,AP043,2025-11-11T13:53:33.284376,2025-11-11T22:31:33.284376,A350,5475,0,,Non-stop,On Time,,,518
F0011451,GoAir,GO6499,AP087,AP202,2026-01-29T10:38:33.284376,2026-01-30T00:06:33.284376,A350,8888,0,,Non-stop,Cancelled,,Strike,808
F0011452,Vistara,VI6992,AP159,AP087,2025-12-30T00:38:33.284376,2025-12-30T04:47:33.284376,B787,1080,0,,Non-stop,On Time,,,249
F0011453,Air India,AI7362,AP116,AP167,2025-11-19T12:53:33.286387,2025-11-20T01:43:33.286387,A321neo,8618,0,,Non-stop,On Time,,,770
F0011454,Cathay,CA7954,AP209,AP245,2025-10-19T09:23:33.286387,2025-10-19T18:07:33.286387,B787,5061,0,,Non-stop,On Time,,,524
F0011455,Qatar Airways,QA9416,AP208,AP073,2025-09-27T06:08:33.286387,2025-09-27T07:08:33.286387,B777-300ER,671,0,,Non-stop,On Time,,,60
F0011456,Delta,DE8879,AP139,AP053,2025-12-06T15:08:33.286387,2025-12-07T10:01:33.286387,ATR72,13401,0,,Non-stop,Delayed,404,Technical,1133
F0011457,Emirates,EM6387,AP054,AP074,2025-11-07T19:08:33.288403,2025-11-08T14:04:33.288403,B737-800,12183,2,AP023;AP112,Two-stops,Cancelled,,Security,1136
F0011458,United,UN7894,AP039,AP033,2026-01-18T00:08:33.288403,2026-01-18T15:54:33.288403,ATR72,9714,0,,Non-stop,On Time,,,946
F0011459,Singapore Airlines,SI2307,AP242,AP105,2026-01-27T10:08:33.288403,2026-01-27T21:36:33.288403,A321neo,8765,1,AP067,One-stop,On Time,,,688
F0011460,SpiceJet,SP6643,AP138,AP032,2026-02-01T05:23:33.288403,2026-02-01T16:31:33.288403,B787,7141,0,,Non-stop,On Time,,,668
F0011461,IndiGo,IN3230,AP229,AP035,2025-08-12T10:53:33.288403,2025-08-12T17:19:33.288403,A321neo,2531,0,,Non-stop,On Time,,,386
F0011462,Lufthansa,LU383,AP237,AP243,2026-01-29T12:38:33.288403,2026-01-30T02:19:33.288403,ATR72,8492,1,AP299,One-stop,Delayed,385,Weather,821
F0011463,Emirates,EM5610,AP297,AP020,2025-11-16T03:23:33.288403,2025-11-16T18:34:33.288403,B777-300ER,11939,0,,Non-stop,Delayed,164,Other,911
F0011464,Delta,DE7426,AP179,AP201,2026-01-08T22:23:33.288403,2026-01-09T13:02:33.288403,B787,10237,0,,Non-stop,Delayed,299,Crew,879
F0011465,IndiGo,IN4390,AP135,AP248,2025-10-31T03:53:33.288403,2025-10-31T11:07:33.288403,A320,5289,0,,Non-stop,On Time,,,434
F0011466,IndiGo,IN4312,AP217,AP005,2025-08-31T23:38:33.288403,2025-09-01T05:12:33.288403,A321neo,3299,0,,Non-stop,Diverted,455,Other,334
F0011467,United,UN1904,AP225,AP203,2026-01-08T06:53:33.288403,2026-01-08T16:05:33.288403,A350,4801,1,AP003,One-stop,On Time,,,552
F0011468,Qatar Airways,QA6040,AP017,AP268,2025-09-26T21:53:33.288403,2025-09-27T07:42:33.288403,B787,5297,0,,Non-stop,On Time,,,589
F0011469,GoAir,GO8928,AP051,AP246,2025-10-29T16:08:33.288403,2025-10-30T04:01:33.288403,B777-300ER,7546,0,,Non-stop,Delayed,167,Technical,713
F0011470,Cathay,CA831,AP086,AP219,2025-12-11T12:53:33.288403,2025-12-12T06:05:33.288403,B737-800,13182,1,AP050,One-stop,On Time,,,1032
F0011471,Singapore Airlines,SI3710,AP113,AP120,2026-01-07T06:23:33.288403,2026-01-07T22:34:33.288403,A350,12085,0,,Non-stop,Delayed,469,Other,971
F0011472,GoAir,GO8782,AP204,AP173,2025-11-16T10:53:33.288403,2025-11-16T14:19:33.288403,A320,2719,0,,Non-stop,On Time,,,206
F0011473,Cathay,CA6793,AP185,AP276,2025-12-15T13:53:33.288403,2025-12-16T04:23:33.288403,B787,11212,1,AP146,One-stop,On Time,,,870
F0011474,Qatar Airways,QA7247,AP063,AP117,2025-08-30T02:38:33.290418,2025-08-30T03:55:33.290418,B777-300ER,749,0,,Non-stop,On Time,,,77
F0011475,Delta,DE5770,AP052,AP055,2025-12-21T16:23:33.290418,2025-12-22T09:04:33.290418,ATR72,11840,0,,Non-stop,Delayed,58,Late Incoming Aircraft,1001
F0011476,Air India,AI3887,AP101,AP075,2025-11-26T18:53:33.290418,2025-11-27T05:32:33.290418,B737-800,8332,0,,Non-stop,On Time,,,639
F0011477,Qatar Airways,QA6450,AP291,AP080,2025-10-31T07:38:33.290418,2025-10-31T12:49:33.290418,ATR72,1653,0,,Non-stop,Diverted,618,Other,311
F0011478,Singapore Airlines,SI4594,AP213,AP152,2025-10-03T19:38:33.290418,2025-10-04T13:55:33.290418,B737-800,13334,1,AP299,One-stop,On Time,,,1097
F0011479,Delta,DE9507,AP011,AP119,2026-01-20T16:08:33.290418,2026-01-21T01:58:33.290418,B787,7988,0,,Non-stop,Diverted,224,Technical,590
F0011480,SpiceJet,SP8783,AP023,AP299,2025-11-15T19:23:33.290418,2025-11-16T00:58:33.290418,B777-300ER,2142,1,AP190,One-stop,Delayed,412,Security,335
F0011481,SpiceJet,SP1841,AP017,AP282,2026-01-30T03:23:33.290418,2026-01-30T21:22:33.290418,ATR72,13290,0,,Non-stop,Delayed,307,Crew,1079
F0011482,Vistara,VI4141,AP240,AP129,2025-10-18T20:08:33.290418,2025-10-19T10:24:33.290418,ATR72,10781,0,,Non-stop,On Time,,,856
F0011483,Lufthansa,LU9999,AP108,AP178,2025-09-11T17:23:33.290418,2025-09-12T10:03:33.290418,A321neo,10410,0,,Non-stop,Delayed,153,Security,1000
F0011484,Delta,DE6676,AP220,AP037,2026-01-09T14:23:33.290418,2026-01-10T00:35:33.290418,A350,5855,0,,Non-stop,Delayed,470,ATC,612
F0011485,Qatar Airways,QA1329,AP008,AP148,2025-11-15T11:23:33.290418,2025-11-15T16:38:33.290418,B777-300ER,3155,2,AP238;AP215,Two-stops,On Time,,,315
F0011486,SpiceJet,SP4834,AP171,AP057,2026-01-14T01:23:33.290418,2026-01-14T12:56:33.290418,B737-800,6750,0,,Non-stop,On Time,,,693
F0011487,Singapore Airlines,SI2307,AP049,AP281,2025-12-31T20:08:33.290418,2026-01-01T12:52:33.290418,A321neo,12453,0,,Non-stop,On Time,,,1004
F0011488,United,UN4651,AP064,AP065,2025-12-30T18:08:33.290418,2025-12-30T20:28:33.290418,B787,1611,0,,Non-stop,Delayed,33,Weather,140
F0011489,Cathay,CA8273,AP155,AP048,2026-01-12T02:53:33.290418,2026-01-12T05:24:33.290418,B787,1882,1,AP095,One-stop,On Time,,,151
F0011490,SpiceJet,SP3854,AP165,AP031,2025-08-31T16:08:33.290418,2025-09-01T05:54:33.290418,A321neo,8344,0,,Non-stop,On Time,,,826
F0011491,Vistara,VI6026,AP024,AP008,2025-10-13T14:53:33.290418,2025-10-14T06:57:33.290418,B777-300ER,11602,0,,Non-stop,On Time,,,964
F0011492,SpiceJet,SP6523,AP052,AP180,2025-11-29T23:23:33.290418,2025-11-30T04:01:33.290418,B737-800,3550,0,,Non-stop,Delayed,409,Other,278
F0011493,Lufthansa,LU2981,AP140,AP132,2025-11-30T22:38:33.290418,2025-12-01T18:53:33.290418,ATR72,13984,0,,Non-stop,On Time,,,1215
F0011494,SpiceJet,SP8557,AP287,AP110,2025-12-29T17:08:33.290418,2025-12-29T20:18:33.290418,ATR72,2484,0,,Non-stop,On Time,,,190
F0011495,Emirates,EM3587,AP025,AP098,2026-01-10T06:23:33.290418,2026-01-10T13:17:33.290418,ATR72,2888,1,AP270,One-stop,On Time,,,414
F0011496,SpiceJet,SP4104,AP070,AP108,2025-09-19T14:53:33.292431,2025-09-20T03:01:33.292431,ATR72,8811,0,,Non-stop,On Time,,,728
F0011497,Delta,DE1754,AP160,AP109,2025-10-23T06:38:33.292431,2025-10-23T13:08:33.292431,A350,3938,0,,Non-stop,On Time,,,390
F0011498,SpiceJet,SP9939,AP080,AP256,2025-10-27T12:38:33.292431,2025-10-28T03:54:33.292431,ATR72,12156,0,,Non-stop,On Time,,,916
F0011499,Lufthansa,LU8000,AP200,AP025,2026-02-01T10:23:33.292431,2026-02-02T02:23:33.292431,A321neo,13056,0,,Non-stop,On Time,,,960
F0011500,SpiceJet,SP1141,AP230,AP187,2026-01-04T03:53:33.292431,2026-01-04T11:21:33.292431,A321neo,4036,0,,Non-stop,On Time,,,448
F0011501,Delta,DE6638,AP086,AP073,2025-11-05T14:53:33.292431,2025-11-06T05:18:33.292431,B777-300ER,9581,1,AP096,One-stop,On Time,,,865
F0011502,Cathay,CA4906,AP136,AP150,2025-08-13T19:23:33.292431,2025-08-14T10:14:33.292431,ATR72,9323,0,,Non-stop,On Time,,,891
F0011503,Singapore Airlines,SI3935,AP264,AP179,2026-01-20T21:23:33.292431,2026-01-21T12:01:33.292431,A321neo,9780,0,,Non-stop,On Time,,,878
F0011504,Singapore Airlines,SI2033,AP001,AP213,2025-11-20T15:08:33.292431,2025-11-20T17:14:33.292431,A350,504,0,,Non-stop,On Time,,,126
F0011505,Vistara,VI8280,AP261,AP166,2025-08-24T18:53:33.292431,2025-08-25T01:07:33.292431,B777-300ER,3246,0,,Non-stop,On Time,,,374
F0011506,GoAir,GO5272,AP265,AP140,2025-11-11T07:23:33.292431,2025-11-11T19:07:33.292431,A350,6467,0,,Non-stop,On Time,,,704
F0011507,GoAir,GO6153,AP011,AP246,2025-10-20T01:23:33.292431,2025-10-20T16:32:33.292431,B777-300ER,10059,1,AP205,One-stop,On Time,,,909
F0011508,Lufthansa,LU1842,AP072,AP217,2026-01-18T16:53:33.292431,2026-01-19T04:11:33.292431,B737-800,8898,0,,Non-stop,On Time,,,678
F0011509,Emirates,EM5379,AP018,AP047,2025-11-28T08:38:33.292431,2025-11-28T13:02:33.292431,A320,1637,1,AP074,One-stop,On Time,,,264
F0011510,SpiceJet,SP554,AP081,AP120,2025-08-17T22:23:33.292431,2025-08-18T05:39:33.292431,A321neo,4680,0,,Non-stop,On Time,,,436
F0011511,Air India,AI7381,AP013,AP086,2026-02-07T05:38:33.292431,2026-02-07T12:56:33.292431,B737-800,5922,0,,Non-stop,On Time,,,438
F0011512,United,UN9324,AP045,AP273,2025-10-05T10:53:33.292431,2025-10-05T21:10:33.292431,A350,6577,0,,Non-stop,Cancelled,,Security,617
F0011513,Lufthansa,LU5747,AP071,AP116,2025-10-21T08:53:33.292431,2025-10-22T02:50:33.292431,A350,11971,1,AP031,One-stop,On Time,,,1077
F0011514,Delta,DE628,AP075,AP179,2025-09-03T00:23:33.292431,2025-09-03T09:10:33.292431,B777-300ER,6864,0,,Non-stop,On Time,,,527
F0011515,Delta,DE4638,AP168,AP240,2025-11-07T20:08:33.292431,2025-11-07T23:29:33.292431,B787,1449,0,,Non-stop,On Time,,,201
F0011516,Singapore Airlines,SI8279,AP010,AP015,2026-01-21T18:53:33.292431,2026-01-21T20:29:33.292431,A320,1480,0,,Non-stop,On Time,,,96
F0011517,SpiceJet,SP1745,AP183,AP255,2026-01-05T09:08:33.292431,2026-01-05T13:58:33.292431,A320,3955,0,,Non-stop,On Time,,,290
F0011518,Lufthansa,LU5399,AP229,AP217,2025-12-26T04:53:33.292431,2025-12-26T12:33:33.292431,B777-300ER,4864,0,,Non-stop,On Time,,,460
F0011519,IndiGo,IN8159,AP063,AP141,2025-11-15T22:38:33.292431,2025-11-16T00:29:33.292431,A320,1089,1,AP061,One-stop,On Time,,,111
F0011520,SpiceJet,SP1127,AP025,AP224,2025-08-30T23:53:33.292431,2025-08-31T19:34:33.292431,ATR72,13682,0,,Non-stop,On Time,,,1181
F0011521,Air India,AI3709,AP083,AP127,2026-01-14T11:53:33.292431,2026-01-15T01:51:33.292431,A320,8228,1,AP297,One-stop,On Time,,,838
F0011522,Air India,AI2523,AP079,AP210,2025-08-23T17:53:33.292431,2025-08-24T07:22:33.292431,A321neo,9545,1,AP072,One-stop,On Time,,,809
F0011523,Singapore Airlines,SI4092,AP066,AP246,2025-12-02T02:53:33.292431,2025-12-02T04:37:33.292431,B787,219,0,,Non-stop,On Time,,,104
F0011524,Lufthansa,LU7163,AP224,AP290,2025-08-29T22:53:33.292431,2025-08-30T17:58:33.292431,A350,13318,1,AP245,One-stop,On Time,,,1145
F0011525,Singapore Airlines,SI890,AP196,AP039,2026-01-15T02:53:33.294444,2026-01-15T19:23:33.294444,ATR72,11999,1,AP126,One-stop,On Time,,,990
F0011526,United,UN105,AP081,AP155,2026-01-16T17:38:33.294444,2026-01-17T07:02:33.294444,B787,9064,1,AP185,One-stop,Delayed,358,Late Incoming Aircraft,804
F0011527,United,UN5276,AP178,AP257,2025-12-20T14:23:33.294444,2025-12-21T00:55:33.294444,A350,8342,0,,Non-stop,On Time,,,632
F0011528,United,UN5062,AP014,AP189,2025-11-22T20:23:33.294444,2025-11-23T07:11:33.294444,B737-800,7896,2,AP085;AP150,Two-stops,On Time,,,648
F0011529,Qatar Airways,QA2375,AP178,AP187,2026-01-17T03:23:33.294444,2026-01-17T09:33:33.294444,B737-800,5047,2,AP088;AP112,Two-stops,On Time,,,370
F0011530,Cathay,CA6566,AP260,AP228,2025-11-12T09:53:33.294444,2025-11-12T15:09:33.294444,A350,1826,1,AP056,One-stop,On Time,,,316
F0011531,Vistara,VI6929,AP086,AP005,2025-08-22T15:23:33.294444,2025-08-23T04:03:33.294444,A320,9745,0,,Non-stop,On Time,,,760
F0011532,Air India,AI9463,AP261,AP205,2026-01-13T20:08:33.294444,2026-01-14T00:08:33.294444,ATR72,2618,0,,Non-stop,On Time,,,240
F0011533,United,UN5166,AP233,AP187,2025-12-27T09:23:33.294444,2025-12-27T20:26:33.294444,B777-300ER,7510,0,,Non-stop,On Time,,,663
F0011534,Cathay,CA8843,AP222,AP115,2025-11-29T14:23:33.294444,2025-11-29T20:45:33.294444,B737-800,5360,1,AP011,One-stop,Cancelled,,Security,382
F0011535,GoAir,GO3980,AP009,AP272,2025-11-11T14:08:33.294444,2025-11-11T23:57:33.294444,ATR72,6025,0,,Non-stop,Delayed,422,Late Incoming Aircraft,589
F0011536,United,UN4248,AP050,AP083,2025-09-03T12:38:33.294444,2025-09-03T20:47:33.294444,ATR72,6828,0,,Non-stop,On Time,,,489
F0011537,GoAir,GO8200,AP275,AP293,2026-01-24T00:08:33.294444,2026-01-24T18:19:33.294444,A320,12727,0,,Non-stop,On Time,,,1091
F0011538,Singapore Airlines,SI8184,AP069,AP097,2025-11-08T18:53:33.294444,2025-11-09T04:03:33.294444,ATR72,5963,0,,Non-stop,On Time,,,550
F0011539,Delta,DE4942,AP074,AP275,2026-01-14T15:23:33.294444,2026-01-15T01:00:33.294444,B787,7479,0,,Non-stop,On Time,,,577
F0011540,SpiceJet,SP928,AP074,AP285,2025-11-19T18:23:33.294444,2025-11-20T02:50:33.294444,A320,5521,0,,Non-stop,Cancelled,,Technical,507
F0011541,Qatar Airways,QA302,AP222,AP065,2025-09-29T12:53:33.294444,2025-09-29T23:45:33.294444,B737-800,6110,0,,Non-stop,Delayed,398,Crew,652
F0011542,United,UN9145,AP276,AP180,2025-08-20T06:53:33.294444,2025-08-20T20:31:33.294444,B787,8506,0,,Non-stop,Delayed,173,ATC,818
F0011543,IndiGo,IN4538,AP101,AP298,2025-10-22T21:38:33.294444,2025-10-23T13:11:33.294444,A321neo,11575,0,,Non-stop,On Time,,,933
F0011544,IndiGo,IN9505,AP120,AP140,2026-01-30T15:23:33.294444,2026-01-30T21:53:33.294444,ATR72,3503,0,,Non-stop,On Time,,,390
F0011545,SpiceJet,SP6145,AP055,AP063,2026-01-06T19:08:33.294444,2026-01-07T11:47:33.294444,B737-800,12046,0,,Non-stop,Delayed,345,Late Incoming Aircraft,999
F0011546,Air India,AI8680,AP250,AP186,2025-08-24T01:23:33.294444,2025-08-24T05:01:33.294444,A320,2821,0,,Non-stop,On Time,,,218
F0011547,United,UN7187,AP183,AP163,2026-01-02T01:53:33.294444,2026-01-02T12:27:33.294444,A320,6172,0,,Non-stop,Delayed,194,Weather,634
F0011548,Cathay,CA2720,AP004,AP203,2025-08-28T14:23:33.296200,2025-08-28T21:47:33.296200,A350,4620,0,,Non-stop,On Time,,,444
F0011549,United,UN1179,AP289,AP099,2025-10-07T06:53:33.296200,2025-10-07T11:03:33.296200,ATR72,3362,0,,Non-stop,On Time,,,250
F0011550,Qatar Airways,QA1648,AP082,AP270,2025-10-07T17:38:33.296200,2025-10-08T06:45:33.296200,ATR72,10522,0,,Non-stop,On Time,,,787
F0011551,Air India,AI7057,AP268,AP184,2026-01-29T15:08:33.296200,2026-01-30T06:20:33.296200,B777-300ER,11420,0,,Non-stop,On Time,,,912
